"camis","dba","boro","building","street","zipcode","phone","cuisine_description","inspection_date","action","violation_code","violation_description","critical_flag","score","grade","grade_date","record_date","inspection_type","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"50067284","DON CHUCHO","Staten Island","1112","FOREST AVENUE","10310","9293640030","Mexican","2019-03-25T00:00:00.000","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical","10","A","2019-03-25T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Re-inspection","40.62682835696","-74.127013027867","501","49","015100","5009656","5003520047","SI07"
"50010629","PANINI GRILL","Staten Island","538","FOREST AVENUE","10310","7189812999","Italian","2020-01-29T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical","38",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.630232041051","-74.108152308428","501","49","012100","5007425","5002760044","SI35"
"40392140","SALVATORE AND LLOYD'S PIZZA","Staten Island","3850","RICHMOND AVENUE","10312","7183565350","Pizza","2019-04-02T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","21",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.544046273984","-74.165073192272","503","51","017011","5073837","5055850050","SI01"
"41390998","CAFE OLYMPIA","Manhattan","833","2 AVENUE","10017","2128838383","American","2019-07-02T00:00:00.000","Violations were cited in the following area(s).","05D","Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.","Critical","42",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.751430977623","-73.971042953894","106","04","009000","1037574","1013180022","MN19"
"50068116","JAEWHON","Queens","7130","ROOSEVELT AVE","11372","3479353085","Thai","2019-10-31T00:00:00.000","Violations were cited in the following area(s).","06B","Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.","Critical","7","A","2019-10-31T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Re-inspection","40.74654954472","-73.894159164957","404","25","026500","4311572","4013030012","QN50"
"50078061","ROAST&CO","Queens","8260","AUSTIN ST","11415","7188505050","Coffee/Tea","2019-07-16T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","23",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.709706377739","-73.830110844568","409","29","077500","4079716","4033370076","QN60"
"50078061","ROAST&CO","Queens","8260","AUSTIN ST","11415","7188505050","Coffee/Tea","2019-07-16T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","23",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.709706377739","-73.830110844568","409","29","077500","4079716","4033370076","QN60"
"41530056","TACO KING","Queens","6405","108 STREET","11375","7188968100","Tex-Mex","2019-02-12T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","27",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.732762100863","-73.849503885151","406","29","074300","4051638","4021700001","QN17"
"41718673","BAREBURGER","Brooklyn","145149","COURT ST",,"3475296673","Hamburgers","2022-03-08T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical","17",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","0","0",,,,,"3",
"50059803","TAJ VILLAGE","Queens","7928","METROPOLITAN AVE","11379","7183260099","Indian","2017-11-03T00:00:00.000","Violations were cited in the following area(s).","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical","23",,,"2022-03-21T06:00:38.000","Pre-permit (Operational) / Initial Inspection","40.713250214208","-73.872738691312","405","30","062100","4437889","4037800023","QN21"
"40980389","THE GRAFTON PUBLIC HOUSE","Manhattan","126","1 AVENUE","10009","2122288580","American","2018-01-02T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","38",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.727304498751","-73.985485247847","103","02","003200","1005817","1004350006","MN22"
"41696038","LILY BLOOM BAKERY","Brooklyn","2220","86 STREET","11214","7189968883","Bakery Products/Desserts","2021-11-16T00:00:00.000","Violations were cited in the following area(s).","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical","2","A","2021-11-16T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.601643825088","-73.993345119701","311","47","029600","3167101","3063810045","BK28"
"50084130","GOTAN","Manhattan","37","WEST   20 STREET","10011","2014556440","American","2019-11-07T00:00:00.000","Violations were cited in the following area(s).","02H","Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2  hours, and from 70º F to 41º F or less within 4 additional hours.","Critical","38",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.740224762407","-73.992252239821","105","03","005400","1015489","1008220009","MN13"
"50015676","MASALA GRILL","Brooklyn","501B","ATLANTIC AVENUE","11217","7188759200","Indian","2016-12-15T00:00:00.000","Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","Critical","33",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.685550442453","-73.981275732313","302","33","003900","3000755","3001790039","BK38"
"50097123","GABI JUICE BAR","Bronx","16","WEST BURNSIDE AVENUE","10453","7186180730","Juice, Smoothies, Fruit Salads","2022-02-15T00:00:00.000","Violations were cited in the following area(s).","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical","20",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.853801592159","-73.908024234129","205","14","024300","2008400","2028630030","BX36"
"50077890","GREEN KITCHEN","Manhattan","1619","2 AVENUE","10028","9178902027","American","2019-12-06T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","23",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.77665467344","-73.952643020402","108","05","014601","1048736","1015300021","MN32"
"50077890","GREEN KITCHEN","Manhattan","1619","2 AVENUE","10028","9178902027","American","2019-12-06T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","23",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.77665467344","-73.952643020402","108","05","014601","1048736","1015300021","MN32"
"40570920","PADDY REILLY'S BAR","Manhattan","519","2 AVENUE","10016","2126861210","Bottled Beverages","2020-01-02T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","20",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.741548681548","-73.978243046895","106","02","006600","1019902","1009090034","MN20"
"50054321","PALOMAS","Brooklyn","435","MENAHAN STREET","11237","7185522811","Mexican","2019-04-16T00:00:00.000","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical","25",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.703271376711","-73.911980017862","304","37","044100","3075839","3033120031","BK77"
"41185333","SNACKY","Brooklyn","187","GRAND STREET","11211","7184864848","Asian/Asian Fusion","2020-02-22T00:00:00.000","Violations were cited in the following area(s).","10E","Accurate thermometer not provided in refrigerated or hot holding equipment.","Not Critical","30",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.714272026783","-73.960728040102","301","34","055300","3062635","3023810006","BK73"
"50093640","DOMINOS","Queens","6314","QUEENS BLVD","11377","7188983890","Pizza","2019-08-19T00:00:00.000","Violations were cited in the following area(s).","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical","13","A","2019-08-19T00:00:00.000","2022-03-21T06:00:38.000","Pre-permit (Operational) / Re-inspection","40.74122091811","-73.902269197005","402","26","024500","4053628","4023247501","QN63"
"50086624","MY FRIEND DUKE","Manhattan","383","3 AVENUE","10016","6464550684","American","2019-12-23T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","19",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.741626040128","-73.981093911115","106","02","006600","1019872","1009080005","MN20"
"50018589","ZHEN GOOD TASTE","Queens","5961","69TH ST","11378","7187792996","Chinese","2018-06-25T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical","17","B","2018-06-25T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Re-inspection","40.721837387655","-73.893054937639","405","30","066701","4063621","4028300034","QN21"
"50089246","DUNKIN","Manhattan","140","EAST   34 STREET","10016","2124812905","Donuts","2019-08-06T00:00:00.000","Violations were cited in the following area(s).","04M","Live roaches present in facility's food and/or non-food areas.","Critical","17",,,"2022-03-21T06:00:38.000","Pre-permit (Operational) / Initial Inspection","40.746242436197","-73.979385552238","106","02","007200","1018508","1008890061","MN20"
"41240596","PANERA BREAD","Staten Island","280","MARSH AVENUE","10314","7184942451","Sandwiches","2021-08-23T00:00:00.000","Violations were cited in the following area(s).","06A","Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.","Critical","10","A","2021-08-23T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.577141721981","-74.164064560974","502","51","027702","5039659","5024000300","SI24"
"50052503","ESS-A-BAGEL","Manhattan","324","1 AVENUE","10009","2122602252","American","2017-08-24T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","12","A","2017-08-24T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.734330312542","-73.980229991307","106","04","004400","1082864","1009720001","MN50"
"40393591","DON GIOVANNI RESTAURANT","Manhattan","214","10 AVENUE","10011","2122429054","Italian","2019-09-05T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical","17",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.747402494668","-74.004359714281","104","03","009300","1078456","1007200082","MN13"
"41655832","BIA BAR & GRILL","Brooklyn","67","SOUTH    6 STREET","11249","7183841264","Southeast Asian","2019-02-23T00:00:00.000","Violations were cited in the following area(s).","02H","Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2  hours, and from 70º F to 41º F or less within 4 additional hours.","Critical","12",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.71120504067","-73.965938460077","301","34","054900","3063538","3024550027","BK73"
"41687950","THE PHUNKY ELEPHANT","Staten Island","1271","BAY STREET","10305","7184484282","American","2018-08-07T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","40",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.612456539676","-74.064920851028","501","49","000600","5042262","5028320106","SI37"
"50069922","DARK BULLET","Manhattan","154","WEST   72 STREET","10023","2122036121","Japanese","2019-10-01T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","8","A","2019-10-01T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Re-inspection","40.7781202526","-73.980513018036","107","06","015700","1081487","1011430049","MN14"
"50034505","MCDONALD'S","Brooklyn","430","86 STREET","11209","7182387999","Hamburgers","2018-12-19T00:00:00.000","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical","10","A","2018-12-19T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.62235008781","-74.027643645211","310","43","016000","3153532","3060450017","BK31"
"50070479","MIRAJ HEALTHY GRILL","Manhattan","120","EAST   34 STREET","10016","2126962818","Mediterranean","2017-12-12T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","13","A","2017-12-12T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Re-inspection","40.74665432138","-73.980359852787","105","02","007200","1018513","1008890068","MN20"
"40513609","SKYLIGHT DINER","Manhattan","402","WEST   34 STREET","10001","2122440395","American","2018-08-08T00:00:00.000","Violations were cited in the following area(s).","06F","Wiping cloths soiled or not stored in sanitizing solution.","Critical","9","A","2018-08-08T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Re-inspection","40.753479426313","-73.99656027467","104","03","010300","1012849","1007310048","MN13"
"50075314","MARIO'S PIZZA","Queens","14929","GUY R BREWER BLVD","11434","7186563104","Pizza","2019-01-22T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","12",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.657580182109","-73.767531607429","413","31","032000","4286176","4134100045","QN03"
"50010973","KITCHEN 79","Queens","37-70","79 STREET","11372","7188036227","Thai","2016-11-22T00:00:00.000","Violations were cited in the following area(s).","09A","Canned food product observed dented and not segregated from other consumable food items.","Not Critical","4","A","2016-11-22T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Re-inspection","40.749078919787","-73.887041537597","403","25","028500","4029939","4012890038","QN28"
"40932307","FIDDLESTICKS","Manhattan","5456","GREENWICH AVENUE",,"2124630516","American","2017-01-25T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","13","A","2017-01-25T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","0","0",,,,,"1",
"40399329","ARTE RESTAURANT","Manhattan","21","EAST    9 STREET","10003","2124730077","Italian","2017-11-27T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical","39",,,"2022-03-21T06:00:38.000","Cycle Inspection / Re-inspection","40.732347429966","-73.994724787541","102","02","005900","1009240","1005670024","MN23"
"50018572","NIKKO HIBACHI STEAKHOUSE & LOUNGE","Queens","177-15/21","UNION TPKE",,"7188208818","Japanese","2019-06-13T00:00:00.000","Violations were cited in the following area(s).","09B","Thawing procedures improper.","Not Critical","19","B","2019-06-13T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Re-inspection","0","0",,,,,"4",
"50073606","CHIPOTLE MEXICAN GRILL#2964","Manhattan","601","8 AVENUE","10018","6464904337","Tex-Mex","2019-03-04T00:00:00.000","Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","Critical","38",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.755507506797","-73.991055718894","104","03","011500","1013686","1007630034","MN15"
"50032827","THE RIBBON","Manhattan","20","WEST   72 STREET","10023","2127875656","American","2018-09-21T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","17",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.776719815339","-73.977188039064","107","06","015700","1028620","1011240046","MN14"
"50060018","SEA JAMMINS CARIBBEAN CUISINE","Bronx","3827","BRONXWOOD AVENUE","10469","7189943875","Caribbean","2019-02-11T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical","11","A","2019-02-11T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.882565868915","-73.856606036721","212","12","039600","2058560","2046790001","BX44"
"50065278","THE FERN","Manhattan","166","1 AVENUE","10009","6469985034","American","2018-06-12T00:00:00.000","Violations were cited in the following area(s).","16B","The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturer’s documentation not maintained on site.","Not Critical",,,,"2022-03-21T06:00:38.000","Trans Fat / Initial Inspection","40.728901799051","-73.984319505154","103","02","003400","1005929","1004380002","MN22"
"41015947","MORRIS YACHT & BEACH CLUB","Bronx","25","CITY ISLAND AVENUE","10464","7188851596","American","2017-08-17T00:00:00.000","Violations were cited in the following area(s).","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical","16","B","2017-08-17T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Re-inspection","40.838425302286","-73.783210861199","210","13","051600","2097764","2056240010","BX10"
"41015947","MORRIS YACHT & BEACH CLUB","Bronx","25","CITY ISLAND AVENUE","10464","7188851596","American","2017-08-17T00:00:00.000","Violations were cited in the following area(s).","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical","16","B","2017-08-17T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Re-inspection","40.838425302286","-73.783210861199","210","13","051600","2097764","2056240010","BX10"
"50014342","UNDERGROUND LOUNGE","Bronx","250","BEDFORD PARK BLVD WEST","10468","7189602234","American","2016-09-21T00:00:00.000","Violations were cited in the following area(s).","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical","34",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.875021689755","-73.892858229156","207","11","040900","2097309","2032470165","BX28"
"40609087","STRAUSS BAKERY","Brooklyn","5115","13 AVENUE","11219","7188517728","Jewish/Kosher","2019-06-07T00:00:00.000","Violations were cited in the following area(s).","04H","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.","Critical","16",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.633752320524","-73.993421168472","312","44","023600","3138376","3056560001","BK88"
"50005071","THE PIZZA BLOCK","Bronx","5677","RIVERDALE AVENUE","10471","7187087004","Jewish/Kosher","2016-11-01T00:00:00.000","Violations were cited in the following area(s).","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical","28",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.906340774536","-73.904246716497","208","11","032300","2086317","2059530001","BX22"
"50058819","FAMOUS FAMIGLIA PIZZA","Manhattan","1248","LEXINGTON AVENUE","10028","2127377777","Pizza","2018-01-25T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","13","A","2018-01-25T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Re-inspection","40.77827285406","-73.95648366598","108","04","014801","1047673","1015130016","MN40"
"40672603","FAILTE","Manhattan","531","2 AVENUE","10016","2127259440","Irish","2018-12-13T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical","21",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.741946612866","-73.977932564941","106","02","007000","1019926","1009100031","MN20"
"50098363","VEGETARIAN HOUSE","Queens","6419","FRESH POND RD","11385","7184161688","Vegetarian","2019-12-27T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","7","A","2019-12-27T00:00:00.000","2022-03-21T06:00:38.000","Pre-permit (Operational) / Initial Inspection","40.710139270434","-73.899220127291","405","30","061301","4087501","4036100002","QN20"
"40391002","DANIEL'S BAGEL","Manhattan","569","THIRD AVENUE","10016","2129729733","Bagels/Pretzels","2019-06-07T00:00:00.000","Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","Critical","21","B","2019-06-07T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Re-inspection","40.747940887003","-73.976490555005","106","04","007800","1020347","1009180061","MN20"
"41391952","MARTHA'S COUNTRY BAKERY","Queens","4106","BELL BOULEVARD","11361","7182255200","Bakery Products/Desserts","2018-06-12T00:00:00.000","Violations were cited in the following area(s).","02G","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.","Critical","10",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.763444857849","-73.770907778586","411","19","112900","4137458","4062270303","QN46"
"50042765","STARBUCKS","Manhattan","5","EAST   40 STREET","10016","6468877285","Coffee/Tea","2019-08-01T00:00:00.000","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical","19",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.752001281953","-73.981354432981","105","04","008200","1035312","1012750006","MN20"
"40723910","MUNCHINETTE","Brooklyn","1738","SHEEPSEAD BAY ROAD",,"7183325463","American","2019-10-31T00:00:00.000","Violations were cited in the following area(s).","08C","Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.","Not Critical","13",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","0","0",,,,,"3",
"50009477","ANEJO TRIBECA","Manhattan","31","WALKER STREET","10013","2129206270","Mexican","2019-03-25T00:00:00.000","Violations were cited in the following area(s).","06A","Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.","Critical","23",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.719298861015","-74.004040408182","101","01","003300","1079007","1001930025","MN24"
"50039977","KINGS WOK","Queens","4912","30TH AVE","11377","9176052119","Chinese","2018-02-06T00:00:00.000","Violations were cited in the following area(s).","22A","Nuisance created or allowed to exist.  Facility not free from unsafe, hazardous, offensive or annoying conditions.","Not Critical",,,,"2022-03-21T06:00:38.000","Administrative Miscellaneous / Initial Inspection","40.760290251369","-73.907348888594","401","22","016300","4013772","4007400049","QN70"
"50083634","BURGERIM & TCBY","Queens","16216","UNION TPKE","11366","7189696100","Hamburgers","2019-09-26T00:00:00.000","Violations were cited in the following area(s).","04J","Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.","Critical","25",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.721151181339","-73.805362174228","408","24","126500","4148494","4068570053","QN38"
"50097890","DOMINO'S","Brooklyn","835","CLARKSON AVENUE","11203","7187737444","Pizza","2019-09-13T00:00:00.000","Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","Critical","11","A","2019-09-13T00:00:00.000","2022-03-21T06:00:38.000","Pre-permit (Operational) / Initial Inspection","40.656636664405","-73.930559688328","317","41","087800","3100202","3046200035","BK60"
"50085082","FLAMING GRILL AND MODERN BUFFET","Brooklyn","3839","NOSTRAND AVENUE","11235","7186486888","Chinese/Japanese","2019-01-23T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","24",,,"2022-03-21T06:00:38.000","Pre-permit (Operational) / Compliance Inspection","40.59027581235","-73.939921880442","315","48","059600","3204766","3074460001","BK17"
"50050254","HO WAN","Queens","11105","LIBERTY AVE","11419","7188433288","Chinese","2018-10-22T00:00:00.000","Violations were cited in the following area(s).","09A","Canned food product observed dented and not segregated from other consumable food items.","Not Critical","4","A","2018-10-22T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Re-inspection","40.68480703551","-73.830974977951","410","28","009800","4201829","4095160028","QN55"
"41581905","LE CHEILE","Manhattan","839","WEST  181 STREET","10033","2127403111","Irish","2018-03-28T00:00:00.000","Violations were cited in the following area(s).","08C","Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.","Not Critical","12","A","2018-03-28T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.851327721238","-73.939902066222","112","10","027300","1064343","1021790106","MN35"
"50052610","SANTO DOMINGO RESTAURANT","Brooklyn","862","NEW LOTS AVENUE","11208","6466453636","Latin American","2019-10-16T00:00:00.000","Violations were cited in the following area(s).","22A","Nuisance created or allowed to exist.  Facility not free from unsafe, hazardous, offensive or annoying conditions.","Not Critical",,,,"2022-03-21T06:00:38.000","Administrative Miscellaneous / Initial Inspection","40.667935285874","-73.879032815803","305","42","112000","3098302","3044530002","BK82"
"41648187","EL NUEVO SANDY RESTAURANT","Manhattan","2261","2 AVENUE","10035","2123488654","Latin American","2019-12-10T00:00:00.000","Violations were cited in the following area(s).","02G","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.","Critical","16","B","2019-12-10T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Re-inspection","40.797101434903","-73.937708318718","111","08","018800","1052582","1016660020","MN34"
